document_id,snippet_id,snippet,group_folder,code_lev0,code_lev1,code_lev2
Monitoring the structure of regenerating vegetation using drone-based digital aerial photogrammetry,Reference 1,Figure 3 shows strong correlations (rs > 0.75) for all lifeforms,Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
Multisensor data to derive peatland vegetation communities using a fixed-wing unmanned aerial vehicle,Reference 1,"The OOB error gives information about the quality of the training. The error was 0.2% for PW and 1.8% for CDCW showing that nearly all training data were predicted correctly and, thus, the RF algorithm worked very precisely for the data at hand.",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
Multi-Sensor UAV Tracking of Individual Seedlings and Seedling Communities at Millimetre Accuracy,Reference 1,"Target and non-target seedlings exhibited distinctly diﬀerent visible-spectrum and multispectral signatures, diﬀered statistically signiﬁcantly in every spectral index examined and their spectral signatures behaved diﬀerently over the course of the drying phase of the experiment (Figure 3). These diﬀerences allowed for the discrete and accurate tracking of object groups both spatially and temporally and for the measurement of spectral index values as indicators of plant performance independently for each group.",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
Object-Based Mangrove Species Classification Using Unmanned Aerial Vehicle Hyperspectral Images and Digital Surface Models,Reference 1,Table 5. Comparison of overall classiﬁcation accuracy on different spatial resolutions for four segmentation scales,Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
Object-Based Wetland Vegetation Classification Using Multi-Feature Selection of Unoccupied Aerial Vehicle RGB Imagery,Reference 1,"As shown in Table 4, the performance of ﬁve machine learning algorithms, based on 53 original features, was compared through the overall accuracy and the kappa coefﬁcient. It was found that the performance of RF provided a higher classiﬁcation accuracy compared to the other corresponding models, which had an overall accuracy of 89.76% and a kappa coefﬁcient of 0.88. DT, SVM, and Bayes provided an overall accuracy greater than 84%, and KNN had the worst classiﬁcation effect, with an overall accuracy lower than 60%.",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
"Remote sensing of wildfire using a small unmanned aerial system~ Post-fire mapping, vegetation recovery and damage analysis in grand bay, Mississippi~Alabama, USA",Reference 1,"The UAS-derived classiﬁcation map had higher accuracy than the BARC product with respect to the GR (Table 2). This increase in accuracy is mostly attributable to the increased spatial resolution of the UAS imagery [22]. Due to the GR regions location inland, the BARC map accuracy assessment tends to show greater misclassiﬁcations near areas of low elevation close to the water that are predominantly vegetated by graminoid species (Figures 11–13).",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
Species Classification of Automatically Delineated Regenerating Conifer Crowns Using RGB and Near-Infrared UAV Imagery,Reference 1,Models trained on spectral bands outperformed those trained on spectral indices. The minor difference in performance between the two sets of imagery showed that accurate classiﬁcation of lodgepole pine and white spruce can be carried-out using conventional RGB imagery.,Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
The colors of heath flowering - quantifying spatial patterns of phenology in Calluna life-cycle phases using high-resolution drone imagery,Reference 1,The mean deviation between reference point proportions and the modeled grid values can be described using the root mean squared error (RMSE). The best surface ﬁt is given for fruit proportion (RMSE = 11.69%) and vegetative shoots (RMSE = 12.18%). Due to an observed mixture between,Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
UAV lidar and hyperspectral fusion for forest monitoring in the southwestern USA,Reference 1,"While similar high temporal resolution data might be acquired via manned airborne data, the relative cost of UAV image acquisition make them a more feasible option. The different UAV platforms and sensors used in this study clearly provide a combination of spectral (e.g., multispectral, hyperspectral, and lidar) and spatial resolution (e.g., 10−1−100 m) for accurately classifying and measuring trees at the species and canopy scales that are probably not achievable by other common remote sensing approaches including most satellite sensors.",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
UAV lidar and hyperspectral fusion for forest monitoring in the southwestern USA,Reference 2,"The UAV lidar data, however, appeared to perform equally well in height estimates of shorter vegetation (Fig. 6).",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
UAV lidar and hyperspectral fusion for forest monitoring in the southwestern USA,Reference 3,"Con- sistent with previous SfM-based topographic modelling efforts (Niethammer et al., 2012; Fonstad et al., 2013), our SfM-derived DEM appeared accurate and correlated with the high resolution TLS-derived DEM.",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
UAV-Hyperspectral Imaging to Estimate Species Distribution in Salt Marshes~ A Case Study in the Cadiz Bay (SW Spain),Reference 1,"The ﬁnal species distribution map has up to 96% accuracy, with 43.5% of the area occupied by medium marsh species (i.e., Sarcocornia spp.) in the 2.30–2.80 m elevation range, a 29% transitional zone covering in 1.91–2.78 m, and 25% covered by S. maritims (1.22–2.35 m).",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
Unmanned aerial vehicles as innovative remote sensing platforms for high-resolution infrared imagery to support restoration monitoring in cut-over bogs,Reference 1,"The semi-automatic object-based classiﬁcation distinguished between the four classes (water-logged bare peat, Sphagnum spp., Eriophorum vaginatum, Betula pubescens)at an overall accuracy level of 91% (Table 3), which is above the threshold for valid interpretation (85%) proposed by Anderson et al. (1976).",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
Use of Unmanned Aerial Vehicles for Monitoring Recovery of Forest Vegetation on Petroleum Well Sites,Reference 1,"The strong, statistically signiﬁcant correlations between ground and PPC estimations of mean and maximum vegetation height demonstrated that the point clouds produced by UAV-acquired imagery reﬂected on-the-ground vegetation heights quite well. Pearson’s",Drone studies,QUALITY,ACC (Accuracy of information),ACC - Positive sentiment
